processo,cd_acordao,classe,assunto,relator,comarca,orgao_julgador,camara,secao,data_julgamento,data_publicacao,valor_indenizacao,tem_dano_moral,houve_majoracao,n_palavras_ementa,ementa
1009012-38.2025.8.26.0004,20817188,Apelação Cível,Cancelamento de vôo,Ernani Desco Filho,São Paulo,18ª Câmara de Direito Privado,18,Direito Privado,07/08/2026,07/08/2026,,True,False,404,"APELAÇÃO. ""Ação indenizatória por danos morais e materiais"". Irresignação da companhia aérea contra a r. sentença de procedência. Parcial admissibilidade do reclamo na fração conhecida.

AFASTAMENTO DA PREFACIAL DE FALTA DE INTERESSE DE AGIR. Desnecessidade – neste caso concreto – de requerimento extrajudicial para resolução do impasse. Oposição da empresa ré aos pedidos condenatórios alojados na petição inicial. Inequívoca caracterização da pretensão resistida. Preliminar inócua para a extinção anômala.

PLEITO DE SUSPENSÃO PELO TEMA 1417 DA SUPREMA CORTE E ALEGAÇÃO DE CERCEAMENTO DE DEFESA. CONTESTAÇÃO E RAZÕES RECURSAIS QUE NÃO ADENTRARAM O MOTIVO DO CANCELAMENTO DE VOO. MANIFESTA AFRONTA AO PRINCÍPIO DA DIALETICIDADE. IMPOSSIBILIDADE DE CONHECIMENTO DOS ALUDIDOS PLEITOS. MANIFESTAÇÃO PELO JULGAMENTO ANTECIPADO DA LIDE QUE COLIDE COM TESE DE CERCEAMENTO DE DEFESA. Apelante que se limita a invocar, de forma vaga e imprecisa, a necessidade de dilação probatória. Ausência de delimitação fática que teria ocasionado o cancelamento do voo. Conduta que ofende a boa-fé e a lealdade processual. Nemo potest venire contra factum proprium. Manifestação pelo julgamento antecipado da lide. Inadmissível alegar cerceamento em sede recursal. Impossibilidade de conhecimento do recurso nestes pontos. Inexistência de margem para confronto do caso concreto à ordem de suspensão no ARE 1.560.244/RS. Ofensa ao art. 1.010, inciso III, do Código de Processo Civil.

CANCELAMENTO DE VOO NACIONAL (SÃO PAULO/SP A CURITIBA/PR). UTILIZAÇÃO DE TRANSPORTE TERRESTRE (ÔNIBUS RODOVIÁRIO). CHEGADA AO DESTINO COM DELAY DE OITO HORAS. Ausência de prova de fato extraordinário que cause lesão a direito da personalidade. Mera alegação de atraso. Enunciado 159 do Conselho da Justiça Federal: ""o dano moral, assim compreendido todo dano extrapatrimonial, não se caracteriza quando há mero aborrecimento inerente a prejuízo material"". Aplicação da legislação consumerista que não significa o automático e irrestrito acolhimento dos pleitos autorais. Precedentes.

DANOS MORAIS NÃO CONFIGURADOS. PREJUÍZOS QUE NÃO SÃO PRESUMIDOS. AUTORES QUE DEIXARAM DE COMPROVAR PERDA DE COMPROMISSO OU OUTRA CIRCUNSTÂNCIA EXCEPCIONAL. INCOGITÁVEL A INTERPRETAÇÃO DE DANOS MORAIS IN RE IPSA. Necessidade de comprovação de situação que realmente destoe do padrão ordinário e que ocasione prejuízos subjetivos e passíveis de compensação. Alegação de ""perda de tempo útil"" e ""desvio produtivo"" que são inócuas para configurar sofrimento e real abalo psicológico. Inúmeros precedentes desta Colenda Câmara. Jurisprudência do Colendo Superior Tribunal de Justiça no mesmo sentido. Mantida a condenação quanto aos danos materiais (valor da passagem não utilizada).

SENTENÇA REFORMADA. RECURSO PROVIDO PARA AFASTAR A COMPENSAÇÃO POR DANOS MORAIS E INVERTER OS ÔNUS DA SUCUMBÊNCIA."
1011696-48.2023.8.26.0248,20816148,Apelação Cível,Tratamento médico-hospitalar,Augusto Rezende,Indaiatuba,1ª Câmara de Direito Privado,1,Direito Privado,07/08/2026,07/08/2026,,False,False,191,"DIREITO CIVIL. APELAÇÃO. OBRIGAÇÃO DE FAZER. RECURSO DESPROVIDO.
I. Caso em Exame
1. Autor, portador de Transtorno do Espectro Autista, busca tratamento multidisciplinar especializado, prescrito por médico, com 15 horas semanais. Sentença condena ré a custear tratamento no município de Indaiatuba/SP ou, na ausência de clínica credenciada, em clínica particular indicada pelo autor.
II. Questão em Discussão
2. A questão em discussão consiste em determinar se a operadora de plano de saúde deve custear tratamento em clínica não credenciada localizada no município de residência do autor, considerando a insuficiência da rede credenciada e a necessidade de evitar deslocamentos excessivos.
III. Razões de Decidir
3. A Resolução 259 da ANS permite que procedimentos sejam oferecidos em município limítrofe, mas, para crianças com necessidades especiais, deslocamentos frequentes podem inviabilizar terapias.
4. Exigir deslocamento de 80 km por dia para tratamento em Campinas/SP é excessivamente oneroso e inviabiliza o tratamento. 
5. Quanto aos honorários advocatícios, a fixação em 10% sobre o valor do proveito econômico obtido é adequada, conforme art. 85, § 2º, do CPC, não cabendo redução por equidade, conforme entendimento do STJ no RESp 1.850.512/PB (Tema 1076).
IV. Dispositivo 
6. Recurso desprovido."
1022665-13.2025.8.26.0100,20816303,Apelação Cível,Tratamento médico-hospitalar,Augusto Rezende,São Paulo,1ª Câmara de Direito Privado,1,Direito Privado,07/08/2026,07/08/2026,,False,False,168,"DIREITO CIVIL. APELAÇÃO. PLANO DE SAÚDE . PROCEDIMENTO MÉDICO. PARCIAL PROVIMENTO.
I. Caso em Exame
1. Autor busca compelir a ré a custear sessões de estimulação magnética transcraniana (EMT) para tratamento de doença de Parkinson, conforme prescrição médica. A ré negou cobertura por não estar o procedimento no rol da ANS.
II. Questão em Discussão
2. A questão em discussão consiste em determinar se a operadora de saúde deve custear o tratamento de EMT, mesmo não estando previsto no rol da ANS, considerando a prescrição médica e a urgência clínica.
III. Razões de Decidir
3. A jurisprudência pacífica permite que planos de saúde limitem doenças cobertas, mas não tratamentos prescritos por médicos.
4. A Lei nº 14.454/2022 e a decisão do STF na ADI 7265 permitem cobertura de tratamentos fora do rol da ANS, desde que cumpridos requisitos técnicos e jurídicos. Relatórios médicos confirmam a necessidade e eficácia do tratamento.
IV. Dispositivo 
5. Recurso parcialmente provido para ajustar o termo inicial dos juros moratórios à data da citação."
1019565-83.2021.8.26.0005,20816117,Apelação Cível,Tratamento médico-hospitalar,Augusto Rezende,São Paulo,1ª Câmara de Direito Privado,1,Direito Privado,07/08/2026,07/08/2026,,True,False,263,"DIREITO CIVIL. APELAÇÃO. PLANO DE SAÚDE . OBRIGAÇÃO DE CUSTEAR TRATAMENTO CIRÚRGICO. PARCIAL PROCEDÊNCIA.
I. Caso em Exame
1. Autor busca compelir operadora de plano de saúde a cobrir despesas de procedimento cirúrgico indicado por médico assistente para tratamento de condropatia patelar, gonartrose bilateral e tendinopatia em ambos os joelhos. Operadora negou autorização com base em parecer de junta médica que questionou a necessidade do procedimento.
II. Questão em Discussão
2. A questão em discussão consiste em (i) determinar se a operadora de plano de saúde deve custear o tratamento cirúrgico indicado pelo médico assistente do autor, apesar de parecer contrário da junta médica e laudo pericial; (ii) verificar a ocorrência de dano moral indenizável pela negativa de cobertura ; (iii) definir a base de cálculo dos honorários advocatícios.
III. Razões de Decidir
3. O plano de saúde não pode limitar o tipo de tratamento a ser utilizado para a cura de doenças cobertas, salvo indicação fraudulenta.
4. A discordância entre especialistas não indica inadequação do tratamento, sendo legítimo que diferentes profissionais adotem protocolos distintos. A indicação do médico assistente deve prevalecer, dada sua relação direta e prolongada com o paciente.
5. A negativa de cobertura , embora reconhecida como abusiva, não configura dano moral indenizável, pois não houve prova de agravamento significativo do estado de saúde do autor ou perda funcional relevante. A recusa foi baseada em controvérsia médica razoável, não sendo manifestamente infundada.
IV. Dispositivo 
6. Recurso do autor parcialmente provido para revisar a base de cálculo dos honorários advocatícios, fixando-os em 12% do valor da condenação. Recurso da ré desprovido."
1000280-68.2024.8.26.0565,20816507,Apelação Cível,Tratamento médico-hospitalar,Antonio Carlos Santoro Filho,São Caetano do Sul,1ª Câmara de Direito Privado,1,Direito Privado,07/08/2026,07/08/2026,,False,False,373,"DIREITO CIVIL. APELAÇÃO CÍVEL. PLANO DE SAÚDE . RECURSO DESPROVIDO.
I. Caso em Exame
1. Recurso de apelação interposto por Notre Dame Intermédica Saúde S.A. contra sentença que julgou parcialmente procedente ação de obrigação de fazer cumulada com indenização por danos morais, determinando cobertura integral de tratamento multidisciplinar para autor com Transtorno do Espectro Autista (TEA), sem limitação de sessões, em clínica até 10 km de sua residência, com custeio integral em caso de inaptidão da rede credenciada.
II. Questão em Discussão
2. A questão em discussão consiste em definir (i) se a operadora está obrigada a custear o tratamento multidisciplinar prescrito ao beneficiário com Transtorno do Espectro Autista (TEA), à luz da legislação e da regulamentação da ANS; e (ii) se é válida a determinação de custeio de tratamento em clínica não credenciada diante da insuficiência da rede credenciada.
III. Razões de Decidir
3. A cobertura do tratamento multidisciplinar prescrito ao paciente com TEA é obrigatória, incumbindo ao médico assistente definir a terapêutica adequada, sendo incabível a recusa fundada em interpretação restritiva do Rol da ANS.
4. A determinação de custeio de tratamento em clínica não credenciada não confere livre escolha ao beneficiário, sendo cabível apenas quando demonstrada a inaptidão da rede credenciada para prestar integralmente as terapias prescritas, em consonância com a Resolução Normativa nº 566/2022 da ANS. 5. O pedido de limitação de eventual reembolso não prospera, porquanto a sentença não determinou reembolso de despesas, mas o custeio integral do tratamento apenas na hipótese de inaptidão da rede credenciada
IV. Dispositivo e Tese
6. Recurso desprovido.
Tese de julgamento: 1. A cobertura de tratamentos prescritos por médico assistente é obrigatória, mesmo que não listados no Rol da ANS. 2. O custeio de clínica não credenciada é permitido na ausência de prestadores credenciados aptos.
Legislação Citada:
Lei nº 9.656/98, art. 10, §12; Lei nº 14.454/2022; Resolução Normativa nº 566/2022 da ANS.
Jurisprudência Citada:
EREsp n. 1.886.929/SP, Rel. Min. Luis Felipe Salomão, Segunda Seção, j. 8/6/2022, DJe de 3/8/2022.
TJSP, Apelação Cível 1021159-23.2022.8.26.0224, Rel. Claudio Godoy, 1ª Câmara de Direito Privado, j. 06/10/2025.
TJSP, Apelação Cível 1004075-81.2024.8.26.0048, Rel. Alberto Gosson, 1ª Câmara de Direito Privado, j. 03/02/2025.
TJSP, Apelação Cível 1002351-07.2024.8.26.0286, Rel. Enéas Costa Garcia, 1ª Câmara de Direito Privado, j. 12/09/2025."
1000174-03.2024.8.26.0567,20815068,Apelação Cível,Tratamento médico-hospitalar,Márcio Boscaro,Sorocaba,10ª Câmara de Direito Privado,10,Direito Privado,07/08/2026,07/08/2026,,False,False,235,"APELAÇÃO CÍVEL. PLANO DE SAÚDE . TRANSTORNO DO ESPECTRO AUTISTA (TEA). AÇÃO DE OBRIGAÇÃO DE FAZER, CUMULADA COM INDENIZAÇÃO POR DANOS MORAIS. PARCIAL PROCEDÊNCIA. Menor portadora de TEA nível 3. Prescrição de tratamento multidisciplinar intensivo. Manutenção do custeio na Clínica Áurica. Excepcionalidade do caso concreto. Vínculo terapêutico consolidado há anos. Risco de regressão clínica e comportamental comprovado por relatórios médicos. Migração entre operadoras integrantes do Sistema Unimed motivada pela continuidade do tratamento. Incidência dos princípios da boa-fé objetiva e da proteção da confiança legítima. Existência de rede credenciada que, nas circunstâncias do caso, não afasta o dever de custeio da clínica em que já desenvolvido o tratamento. Psicopedagogia. Cobertura mantida quando integrante do projeto terapêutico multidisciplinar e prestada em ambiente clínico. Exclusão apenas do acompanhamento terapêutico em ambiente domiciliar, escolar ou em outros ambientes naturais de convivência, por extrapolar a cobertura assistencial típica do contrato. Musicoterapia e equoterapia mantidas na forma estabelecida na sentença. ADI nº 7.265/STF. Inexistência de impedimento à cobertura dos tratamentos prescritos no caso concreto. Danos morais configurados pelas peculiaridades da hipótese. Recusa administrativa que colocou em risco a continuidade de tratamento essencial de criança com deficiência grave. Tema nº 1.365 do STJ. Indenização mantida por decorrer das circunstâncias concretamente demonstradas nos autos, e não de presunção automática. Sentença parcialmente reformada, apenas para delimitar que o tratamento multidisciplinar permanece coberto desde que integralmente prestado em ambiente clínico ou ambulatorial. RECURSO PARCIALMENTE PROVIDO."
1000036-98.2022.8.26.0569,20815003,Apelação Cível,Tratamento médico-hospitalar,Márcio Boscaro,Itu,10ª Câmara de Direito Privado,10,Direito Privado,07/08/2026,07/08/2026,,False,False,125,"APELAÇÃO CÍVEL. PLANO DE SAÚDE . MENOR PORTADOR DE TRANSTORNO DO ESPECTRO AUTISTA (TEA) E TRANSTORNO DO DÉFICIT DE ATENÇÃO E HIPERATIVIDADE (TDAH). COBERTURA DE TRATAMENTO MULTIDISCIPLINAR. Terapias prescritas pelo médico assistente e ratificadas por perícia judicial. Negativa de cobertura . Abusividade. Lei nº 14.454/22. Rol da ANS que constitui referência básica de cobertura. Reembolso integral cabível na ausência de demonstração de rede apta a fornecer o tratamento prescrito. Sentença mantida no mérito. Honorários advocatícios. Obrigação de fazer de trato sucessivo e proveito econômico inestimável no momento da prolação da sentença. Incidência do artigo 85, § 2º, do CPC, à luz do tema nº 1.076 do C. STJ. Base de cálculo que deve corresponder ao valor atualizado da causa. Sentença pontualmente reformada. RECURSO PARCIALMENTE PROVIDO."
1001800-28.2020.8.26.0428,20815453,Apelação Cível,Tratamento médico-hospitalar,James Siano,Paulínia,5ª Câmara de Direito Privado,5,Direito Privado,07/08/2026,07/08/2026,,False,False,118,"DIREITO CIVIL. APELAÇÃO. PLANO DE SAÚDE . CIRURGIA REPARADORA. DANOS MORAIS. RECURSO IMPROVIDO.
Reexame da decisão anterior, por determinação da Egrégia Presidência da Seção de Direito Privado.
Inconforma-se a apelante com a condenação destinada a autorizar procedimento cirúrgico e a pagar indenização por danos morais à apelada.
II. Questão em Discussão.
A questão em discussão consiste em determinar a obrigatoriedade de cobertura das cirurgias reparadoras pós-bariátrica e a existência de danos morais decorrentes da negativa de cobertura .
III. Razões de Decidir A cirurgia reparadora é obrigatória, conforme o STJ, para pacientes pós-bariátrica. A negativa de cobertura causou sofrimento físico e comprometimento da qualidade de vida da autora, justificando a indenização por danos morais. Sentença mantida.
Recurso improvido."
1012016-80.2024.8.26.0566,20815452,Embargos de Declaração Cível,Tratamento médico-hospitalar,James Siano,São Carlos,5ª Câmara de Direito Privado,5,Direito Privado,07/08/2026,07/08/2026,,False,False,196,"DIREITO CIVIL. EMBARGOS DE DECLARAÇÃO. PLANO DE SAÚDE . EMBARGOS ACOLHIDOS. 
I. Caso em Exame
Embargos de declaração opostos contra acórdão que deu provimento ao recurso de apelação da autora. A embargante alega omissão no julgado quanto à especificação dos procedimentos cirúrgicos abrangidos pela condenação, o que pode gerar dúvidas na fase de cumprimento de sentença.
II. Questão em Discussão
A questão em discussão consiste em determinar se há omissão no acórdão quanto à especificação dos procedimentos cirúrgicos abrangidos pela condenação.
III. Razões de Decidir
Nos termos do art. 1.022, II, do CPC, cabem embargos de declaração para suprir omissão de ponto ou questão sobre o qual devia se pronunciar o juiz.
O acórdão embargado reconheceu o caráter reparador e funcional das cirurgias prescritas e a abusividade da negativa de cobertura , mas omitiu a discriminação objetiva das cirurgias deferidas e seus insumos.
Tese de julgamento: 1. Embargos de declaração são cabíveis para suprir omissão de ponto ou questão sobre o qual devia se pronunciar o juiz. 2. A especificação dos procedimentos cirúrgicos e insumos é necessária para evitar incertezas na fase de cumprimento de sentença. Acolhimento dos embargos com efeito integrativo.
Embargos de declaração acolhidos."
1000632-63.2025.8.26.0606,20815440,Apelação Cível,Tratamento médico-hospitalar,Viviani Nicolau,Suzano,3ª Câmara de Direito Privado,3,Direito Privado,07/08/2026,07/08/2026,2070.0,True,False,298,"""DIREITO CIVIL. APELAÇÃO. PLANO DE SAÚDE . OBRIGAÇÃO DE FAZER, DANOS MATERIAIS E MORAIS. NEGATIVA DE COBERTURA DE CIRURGIA PARA TRATAMENTO DE ANEURISMA DE AORTA ABDOMINAL. RECURSO DESPROVIDO.
I. CASO EM EXAME.
1. Apelação interposta pela operadora de saúde contra sentença que julgou procedentes os pedidos para condená-la a autorizar e/ou custear o tratamento médico indicado, bem como ao pagamento de indenização por danos materiais, no valor de R$ 2.070,00, e por danos morais, no valor de R$ 8.000,00.
II. QUESTÃO EM DISCUSSÃO.
2. A questão em discussão consiste em verificar: (i) a regularidade da conduta da operadora quanto ao procedimento cirúrgico indicado; (ii) a existência do dever de indenização por danos materiais; (iii) a configuração de danos morais e a adequação do valor da indenização fixada.
III. RAZÕES DE DECIDIR.
3. A Nota Técnica do NATJUS/SP, corroborada pelos relatórios médicos, confirmou a pertinência da cirurgia prescrita para tratamento de aneurisma de aorta abdominal, não sendo a alegada divergência técnica suficiente para justificar a negativa de cobertura .
4. As despesas realizadas pelo autor com exames complementares/preparatórios não decorreram de livre escolha, justificando o ressarcimento integral.
5. Embora o Superior Tribunal de Justiça, no julgamento do Tema Repetitivo nº 1.365, tenha firmado entendimento de que a simples negativa indevida de cobertura médico-assistencial não gera dano moral 'in re ipsa', as circunstâncias concretas evidenciaram efetivo abalo extrapatrimonial passível de indenização.
6. O valor da indenização por danos morais, fixado em R$ 8.000,00, observa os princípios da razoabilidade e da proporcionalidade, não comportando redução.
7. Sentença preservada.
IV. DISPOSITIVO.
8. NEGADO PROVIMENTO AO RECURSO.
Jurisprudência Citada: TJSP, Apelação Cível 1004353-86.2024.8.26.0564, Rel. Fatima Cristina Ruppert Mazzo, 4ª Câmara de Direito Privado, j. 02.12.2024. TJSP, Apelação Cível 1150740-41.2023.8.26.0100, Rel. Jair de Souza, 10ª Câmara de Direito Privado, j. 02.10.2024.
(VOTO nº 51977)."
1029292-72.2020.8.26.0564,20573129,Apelação Cível,Tratamento médico-hospitalar,Marcia Tessitore,São Bernardo do Campo,Núcleo 4.0-T. II (DP1),,,29/05/2026,29/05/2026,,False,False,70,APELAÇÃO CÍVEL. DIREITO CIVIL E PROCESSUAL CIVIL. PLANO DE SAÚDE . REEMBOLSO DE DESPESAS MÉDICAS. PROCEDIMENTO REALIZADO FORA DA REDE CREDENCIADA POR LIVRE ESCOLHA DO BENEFICIÁRIO. CLÁUSULA CONTRATUAL EXPRESSA DE LIMITAÇÃO DE REEMBOLSO. VALIDADE. AUSÊNCIA DE NEGATIVA DE COBERTURA OU INDISPONIBILIDADE DA REDE ASSISTENCIAL. INEXISTÊNCIA DE DIREITO AO REEMBOLSO INTEGRAL. OBSERVÂNCIA DOS PARÂMETROS CONTRATUAIS (UNIDADE DE SERVIÇO – US). PRECEDENTES DO TJSP. REFORMA DA SENTENÇA. DISPOSITIVO: RECURSO PROVIDO EM PARTE.
1010382-07.2025.8.26.0019,20572988,Apelação Cível,Tratamento médico-hospitalar,Alcides Leopoldo,Americana,4ª Câmara de Direito Privado,4,Direito Privado,29/05/2026,29/05/2026,,True,False,204,"DIREITO CIVIL. APELAÇÃO. PLANO DE SAÚDE . OBRIGAÇÃO DE FAZER E INDENIZAÇÃO POR DANO MORAL. RECURSO DESPROVIDO.
I. Caso em Exame
Autor menor, beneficiário de plano de saúde , teve internação negada por carência contratual, apesar de quadro emergencial de pneumonia com derrame pleural. Requereu custeio integral do tratamento e indenização por danos morais.
II. Questão em Discussão
2. A questão em discussão consiste em (i) se a negativa de cobertura por carência contratual é válida em casos de emergência médica; (ii) se há direito à indenização por danos morais devido à recusa de cobertura.
III. Razões de Decidir
3. A Lei n. 9.656/98 obriga cobertura em casos de emergência, prevalecendo sobre prazos de carência.
4. A recusa de cobertura em situação emergencial é abusiva, conforme jurisprudência do STJ e súmulas do TJSP e STJ.
IV. Dispositivo e Tese
5. Recurso desprovido.
Tese de julgamento: 1. A negativa de cobertura em casos de emergência é abusiva, mesmo com carência contratual. 2. A recusa injusta de cobertura gera direito à indenização por danos morais.
Legislação Citada: Lei n. 9.656/98, art. 35-C; Lei n. 8.078/90. Jurisprudência Citada: STJ, AgRg no REsp 1254952/SC, Rel. Min. Sidnei Beneti, Terceira Turma, j. 15.09.2011; STJ, Súmula 597; TJSP, Súmula 103."
1005852-18.2024.8.26.0011,20573610,Embargos de Declaração Cível,Tratamento médico-hospitalar,Marcia Tessitore,São Paulo,Núcleo 4.0-T. II (DP1),,,29/05/2026,29/05/2026,,False,False,79,"PLANO DE SAÚDE . EMBARGOS DE DECLARAÇÃO OPOSTOS CONTRA ACÓRDÃO QUE NEGOU PROVIMENTO AO RECURSO INTERPOSTO PELA ORA EMBARGANTE. ALEGAÇÃO DE OMISSÃO, POIS NÃO ANALISADA A TESE RECURSAL PARA APLICAÇÃO DO ART. 4º, VII, DA LEI 9.661/00. NÃO SE VISLUMBRA OMISSÃO NO ACÓRDÃO, MAS SIM INCONFORMISMO DA EMBARGANTE COM A DECISÃO DESFAVORÁVEL. OS EMBARGOS DE DECLARAÇÃO NÃO SÃO MEIO HÁBIL PARA REEXAME DA MATÉRIA JÁ DECIDIDA, MAS APENAS PARA SANAR OMISSÃO, OBSCURIDADE OU CONTRADIÇÃO. DISPOSITIVO: EMBARGOS DE DECLARAÇÃO REJEITADOS."
1008402-07.2024.8.26.0004,20573330,Apelação Cível,Tratamento médico-hospitalar,Marcia Tessitore,São Paulo,Núcleo 4.0-T. II (DP1),,,29/05/2026,29/05/2026,8000.0,True,True,73,"PLANO DE SAÚDE . AÇÃO DE OBRIGAÇÃO DE FAZER C.C. DANOS MORAIS. Negativa de cobertura à internação de emergência em razão do período de carência. Procedência. Danos morais. Ocorrência. A recusa indevida configura ilícito contratual e enseja dano moral, sobretudo em se tratando de pessoa em situação de vulnerabilidade. O valor fixado de R$ 8.000,00 atende aos princípios da razoabilidade e da proporcionalidade. Impossibilidade de redução ou majoração. Sentença mantida. DISPOSITIVO: RECURSOS DESPROVIDOS."
